feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,lipid(%),sample_group
15.351106666567828,42.34227702243302,9.220157644016208,11.676780271924114,185.35963365648772,0.05811671974108113,51.059299417729065,9.00242992876766,2.4337579286490536,0.08750796116216977,0.028012737859471615,1.1819872621405283,0.012182961812432077,0.06564665631188871,6.161743388705385,0.11823145365345941,0.10262153486004535,12.475958627967211,4.148073779710389,14.525637488332642,2.440252388348651,46.726624207135096,0.4333944258859565,7.545903913324448,38.25826791586619,0.1839021216795838,0.2034650690797713,0.27064726526560445,2.6769933720065557,1.0
6.4528651260002885,27.87587474058327,8.27112302599052,11.960479115525928,549.5682844154576,0.039149322857980236,15.21563207826464,3.0920095987737453,1.1522009091797214,4.423714444115498,1.9227313766183016,7.145826746714549,0.031451589094051435,0.16713453819531776,13.137847018542345,0.18961733948579462,0.8573237194811814,50.49865461804683,4.6196334056729755,16.90910282102985,4.154965010376669,48.74062998554546,0.0015839164937221806,10.65880059779625,33.72443888133409,0.10804994540688262,0.5816069135853198,0.41429180755801986,9.24875068393096,1.0
9.675081734809003,66.4199715670377,9.599678038523905,13.756654587304563,473.10312722754867,0.07809239517834551,29.006110936433366,3.770761692757014,5.437704337022508,0.9112467111291307,0.45577728268133033,1.7676474954953119,0.14865314551726166,0.7897378852806499,26.587540867404503,0.32253381156775773,0.43046216344613386,29.821604829620558,6.619916140941781,19.68424370887473,3.115198294022263,50.441541930653315,0.2240690833356936,8.676972423213005,37.56709449181059,0.4136120062945315,0.3852578916153844,0.15274036279797779,1.061161818082396,1.0
6.2718509506946,31.075850143205084,8.151510893412565,7.536656484247441,381.0600691694105,0.03612136022912814,13.563653025776915,4.011523112315637,2.212074928397458,2.732433314034098,0.5069782131748677,3.507591123772044,0.102,0.1395758501432051,20.979459376255807,0.27634606936870904,1.0141307575719904,64.59106697545442,2.9732865013089165,11.958895746235171,4.069510624087784,46.45858278151098,0.0,10.023115048802374,31.656349485353264,0.169750916128926,0.5484578531574509,0.8553800361099261,2.439635461839405,1.0
7.06957513891146,36.171170495115526,8.138494220083734,8.33871724300305,381.38824667597044,0.06195409431426062,19.40015279302529,3.346776815594241,1.6735308344963036,2.2484031143851833,0.9251501631260166,3.30588459818559,0.12830115598325323,0.17954640908310038,8.862617558068948,0.14101805371533505,0.4063515746569027,38.75627032902154,2.2488155598839095,8.474787052251305,3.7258744376290496,41.68525257485048,0.0,9.034745344556221,32.69782045052886,0.1815606317674476,0.38574117561346705,0.5888425374882873,3.297231586778994,1.0
4.361886939230107,28.057542565870612,7.8963348732955865,8.564784831722914,714.3457745002056,0.13927890105918078,39.54703448534068,7.147297385635043,1.8942457434129387,3.1471482629949246,0.4567645683707909,4.850990603207208,0.3049902923860784,4.15269492547431,8.395940661400491,0.15697921645079715,0.3042735371044123,40.31110491274022,2.2466733542970063,6.759087001404641,4.078812811333856,30.081971377336078,0.2976272580697761,7.329081447424076,27.963717536475745,0.8366396613931062,0.21614135162261816,0.16158671142748124,1.7037939603318262,1.0
6.525956236791195,26.777717953701586,8.444295658172816,11.561880168581249,560.1483675030942,0.05772522399009862,21.87252239900986,2.282206667962413,0.8036957271602116,4.849662732285122,0.3554847518643132,5.760782218766899,0.022911087181480633,0.065207822187669,9.033555886167271,0.1295569366155674,0.48139551177249384,46.58358881774192,4.1551423952518745,14.321925338325189,4.140502569868594,48.2014907226126,0.15685188235727748,9.76606392501775,33.08921100577592,0.12885732596047875,0.6807758853473374,0.6436669986741961,4.226150146199541,1.0
3.8397576525057318,32.66737584464819,8.826973453669545,14.1563870198025,770.5696049709046,0.09857386003879381,25.345462977852215,3.635381557436077,0.6952178330100516,5.725188238910242,0.09609564333979898,7.097900292967727,0.39571075839957626,0.5312888735062592,50.14095643545766,0.33332926102448185,1.6911915955645935,62.273966342207714,4.22700443192451,9.529871892466643,5.0107663540169245,41.48679849232929,0.42701583238195273,9.083909318393395,33.48426023356964,0.29820281722944725,0.5198565369928019,0.4914041015704088,8.719033691634738,1.0
24.4024572719917,62.5122863599585,8.218347463354974,7.395618624593093,397.024572719917,0.07419830439740328,8.228946833907099,4.275364284203587,2.4461848941574034,0.22313551303038387,0.3055338444632577,0.7748642166149103,0.017669492670994515,0.024966949267099452,9.253685907987549,0.0966709721326379,0.18425650219549905,26.730092041546644,13.075385611448702,6.854969473678461,1.3747413530153252,32.62173233429293,0.41233345435694674,9.649976288599117,40.17832878469094,0.4108785388260477,0.2715383586193784,0.8115563817598048,13.75720160478895,1.0
16.175084179392456,50.74258651361605,8.156371141163918,7.947976146716421,386.2109447944487,0.07351054723972243,14.492317309983996,3.7228115831435575,1.5105472397224369,1.1607953695208566,0.7191248090341069,2.026438525971446,0.07673433123330757,0.10832241695920514,7.6414307743728624,0.09369537627135446,0.1774047995960475,27.05076122637471,7.642100044647326,7.1251075706578995,2.516817471275866,36.582690253763445,0.20753745294717063,9.294273315675435,36.680364968509565,0.305750959258849,0.29138382544414165,0.6483920798574196,8.86271836525055,1.0
2.87579447284885,18.853281470350495,7.56102763575575,7.898999140517305,684.47668370931,0.13556964584796824,31.584224389775123,6.6562758728767895,2.62102763575575,3.8694198031319345,0.18609130285709155,5.194240731267061,0.12344285714285715,4.991462410306209,17.14118458114365,0.26367583090398516,0.5568384332068207,57.545378173444035,1.3729772126298792,4.844100185127491,3.4416424982438114,27.86559623864338,0.0,9.557516443279907,27.204328272283053,0.8902593515231592,0.38009685009307626,0.18143276627284896,2.9230109176235044,1.0
3.591981111833733,36.05494573664818,8.927632673317545,15.095227818442496,761.8587109629046,0.11018838538279374,28.6943177853722,3.8657363100920756,0.5984301218100521,6.396894954638238,0.09803139756379896,7.986411481783723,0.5153403694427756,0.6828584292454585,64.05795302666904,0.39528053157612664,2.082773381783327,63.93290771217571,4.7832824180907565,10.913694758588868,5.714413014440922,43.405453554662536,0.4192405528510276,10.948137423816586,33.878121693658095,0.3652109214524595,0.5387321935441562,0.3715830949576411,11.239538977538755,1.0
12.708684410034955,50.382056880054186,9.327582224372815,10.598770238409752,172.6033631369465,0.1045964652063039,35.94582732666336,6.4974643979162785,7.813819193967026,1.290034331349919,0.06565292024673737,1.4709695267988239,0.012366470289239106,0.02506823768608716,8.092742867041007,0.110638789447857,0.24239017724223266,12.975218279038689,8.587635584959138,14.630656662955136,3.053964143769518,46.54213179232332,0.5882372319972181,7.717581249425659,38.09020207574719,0.30130810450420664,0.48417120124837215,0.30776421145873434,2.0102750637541713,1.0
13.024949078530815,46.377941494349926,8.131701408446325,8.164310725932221,382.41560129943474,0.07332078006497174,17.18006652125624,3.5222909350937277,1.3207800649717358,1.5333081788962355,0.8855020556955754,2.5329616640133685,0.0995063922033917,0.14062759724009996,7.075924593615773,0.09441736806998731,0.18208635579714727,27.306946912288154,5.590685520873603,7.213902373290126,2.978900541793823,38.19855774676567,0.1303970964110106,9.154414907884169,35.32738826762942,0.26145512636349233,0.30149726757717965,0.584879620321425,7.230993929810228,1.0
15.891464381519928,48.63738537833826,9.155835880481371,9.865471430349498,188.20194217457953,0.09247599338773507,40.43003056577646,6.755968966386398,3.491488366303961,0.1255805314704908,0.06832823903725604,0.2833129561490242,0.01115015282888232,0.02545045848664696,5.673876440367339,0.08122051703516539,0.09244511078545972,6.497507641444116,4.570969650252405,17.09298451218903,2.381288737446422,45.87837079720573,0.46521213274315787,7.406013776427641,36.21924288878173,0.25699827461774594,0.3492212643052927,0.2398289627853752,2.2631943337854827,1.0
4.265671945819871,21.714251569209573,8.34998087875736,10.439909174097464,789.6180460301475,0.07133444873915396,15.733444873915396,3.63961099328489,1.2857484307904268,4.4862951877573085,0.15667463385109964,5.269639675148849,0.03889625502389345,0.4995770530792054,19.591271466500984,0.20749796622960565,0.8041361097708981,67.46076782846455,2.5379157732637823,5.360793975840162,3.0207412603244372,36.051104172167136,0.3663152177353098,4.538197974683779,32.41944953650532,0.21219435697589806,0.49708357401769776,0.7631334590067438,1.9744104662254223,1.0
2.7844113000606985,29.430702138955077,8.33168425667461,13.658868732553612,729.1356253413178,0.11631817608465224,33.509204619447225,5.7762605285524575,1.6743664290049916,10.631523395587163,0.18182338825170605,12.321981924321175,1.1072324360446095,2.5465701988805383,71.72072142943806,0.415951094745236,2.1497297369435873,96.13194525333165,3.9904985132731188,7.95529298938042,4.2106362037091705,35.92752932764254,0.15219178797820204,10.858248790355399,32.84948319521033,0.5680904686216042,0.8407157870974665,0.23649640351469575,7.920418505255438,1.0
15.074331256178855,45.729830819274966,9.192701691807251,10.815376667091831,184.25679430430213,0.08502760468157124,44.49171859552863,6.9859073875051205,2.175690117039281,0.09702760468157123,0.02702760468157123,0.507282278279148,0.012324309882960719,0.042593944733232365,5.730891377711503,0.0855416000824879,0.088955487071467,8.732334808814462,2.4739396136287364,16.73170034566071,2.3877016918072504,46.167959037057095,0.4299463936282177,7.832458325812417,36.714182098494696,0.19546702873086425,0.3080074814457504,0.2337655664676907,1.0313219725032972,1.0
12.713047750640389,61.17162980106419,9.265061276344287,16.416638394721776,565.0043808843819,0.13506305111286396,60.04325960212839,7.178861530431296,13.048161709671376,2.6866200866654175,0.616812509355866,3.9084062546779332,0.08049744352823418,0.16939394337201608,23.423175225160037,0.27755932504413006,0.7368358414299742,65.37287475674749,3.749786478532873,7.6264738719644,4.214798703466669,48.59512579107252,0.639781151910612,8.115545091662822,33.5189239341686,0.18728909916973374,0.5760001971839863,0.36878056265861037,0.3052961022907036,1.0
12.735727104834588,28.838087863516527,8.178395150899648,10.371961482233761,494.0082022151111,0.04935663313341129,17.62838792802806,2.2912053991734878,1.5713266266822576,4.904500730961093,0.4290798726375038,6.151084171664718,0.03378602011995323,0.07138801476740725,11.07929034516897,0.22650298729448248,0.6057817135391316,59.29072753853131,3.4826857868430725,5.251185845677858,2.9471397988004675,37.64778531518066,0.3791515690816998,6.494056031649,33.7708416732775,0.18201543491134525,0.45489354377488744,0.7442949495739861,0.1776883848746133,1.0
22.754494054422075,59.858636340464315,8.207896640185234,7.496137155298725,394.137944643882,0.0739068972321941,8.878652138159863,4.141621408654066,1.9068972321941007,0.3827606573242244,0.3716273003192312,0.9685082373776461,0.029172332136707904,0.040849430769948014,8.82255375193842,0.09218741555934692,0.16762684528177155,26.515688736537964,11.926708971992767,6.939649683112067,1.5517052396073645,33.20777006786723,0.36865372488690196,9.586383260127052,39.506208299489536,0.3982677660125197,0.27026076915920644,0.7810449630128893,12.495914214741514,1.0
3.9950986148744994,27.61529086192383,8.554808864225953,9.528470913807617,554.702216056488,0.10091307480543579,25.6385542531617,3.745233019313828,1.7740443211297605,2.9525630696741167,0.05081689752091676,3.3436908732688804,0.021437423825313114,0.06559611678818329,7.036836017533252,0.11422659443062999,0.20684936814427818,36.93576925699659,4.4464058410642515,5.88456307977315,4.419374238253131,49.082754432473756,0.3466438366605393,8.843309995808138,32.54935986481343,0.15224401952347044,0.49307422100519344,0.6687685766889524,1.7335067113711733,1.0
15.795719847145907,47.33962663757287,9.099560174674439,10.592638951953361,181.7761207424501,0.09469813318786437,33.839978013287634,5.688556069880943,2.2798755458576236,0.3323256986838,0.04352199126627802,0.4935829475892928,0.010679253275145743,0.02403775982543723,7.922142334846793,0.10703963432232289,0.2931536443828745,12.175186026044827,6.062778983681744,16.686826418564223,2.5554076528331553,45.89021991266278,0.4831443930119057,7.812172924672346,36.61035448251441,0.22965123037073898,0.4841893867665307,0.2594093793906158,1.1246797449157746,1.0
25.326136410385892,67.13068205192945,8.203449412735711,7.446271996698581,406.2613641038589,0.07598607047171463,14.259677724584012,4.594182567455776,6.468658561357914,0.43170822170004003,0.4455755202843125,1.2694794971743804,0.014689882547142284,0.024668988254714228,10.639204615578837,0.14028479989471293,0.35488387593789694,29.796110858990588,14.35753914395066,6.484297251164645,1.823172676655086,34.4854784667625,0.46492357304293863,9.604686214716562,40.25341495981201,0.3286461776254209,0.3277882162157031,0.8057073227637164,14.021991032228605,1.0
6.142661547217245,24.931267703348894,8.182926606648222,12.288226852178223,552.9245955804599,0.03419733115084443,13.10008693009432,2.6476446402418126,0.6197331150844432,4.771599410399533,1.8426615472172456,7.376259102371957,0.021401334424577784,0.07365983637408013,9.21672514614847,0.15812274053987763,0.8227275382523026,49.54912620448118,4.782074123545611,16.518918833165138,4.2544899918156664,48.95592435430472,0.0,10.764954236384161,33.59778328907833,0.07686944133053995,0.5903235416080275,0.42750191324282577,9.57722504100049,1.0
5.058030265976692,17.90628913041476,8.637204593351044,11.12732515344809,585.9539405371374,0.04806607519186768,19.341942208819624,3.5005554317190537,2.05146138107888,5.700342122256718,0.1076492685410687,6.713459309753417,0.014242693094605598,0.14425375461655604,7.438724489782942,0.10634896386014676,0.2945863772369211,25.524470726274913,2.8269097058796437,11.411005726320967,4.25286003871543,47.793044275894076,0.0038125782608295165,10.582456388414693,33.86174695276308,0.11762573104710662,0.3170401755848606,0.2539938510576714,2.25352151117345,1.0
15.898635672045014,50.359555449218995,8.154206182973846,7.9669611646908844,385.8778743036687,0.07349389371518343,14.728187910383713,3.7052143588751276,1.4938937151834346,1.1934862246182956,0.7337256880515051,2.0708898148734143,0.07873275417798786,0.11115744421432208,7.591803271246635,0.09375873658723252,0.17781564204642467,27.073243484502363,7.462072691886173,7.132899995383168,2.5573688035283366,36.72449501521305,0.20076779522206617,9.28199966809019,36.56163088966581,0.3018636603038665,0.2922713575315935,0.6428183745798626,8.795164452446297,1.0
14.062611401335607,72.81389049236115,9.07117490531516,9.261418221235026,454.3957171215809,0.06846496121196594,28.711145353070183,3.1104122911067535,6.84872090897445,0.9438909638926948,0.6848990219421657,2.0042742641838323,0.09122736468402082,0.8010446075215705,22.725702056939006,0.3057388483218989,0.536996457313542,34.747881003004295,5.660660263950671,13.595331790073844,3.2337263575811925,49.433633069084294,0.16269202416100864,9.251391966436007,38.378135314745215,0.21982820403254616,0.4651427494412011,0.26583063883517843,5.1544117200003114,1.0
6.839545020840926,35.138984067875946,8.156188844550698,8.268921779827801,383.3543160611887,0.05792365207456322,18.55244223742796,3.4064142536452953,1.9192895076485839,2.2795653942582197,0.8369971092194387,3.2754909292509615,0.1247622310898604,0.17382162092836945,9.863346875145034,0.15757644559373143,0.4852941756468781,42.77589918710024,2.2947232800287556,8.880092256014045,3.713422664823233,41.96082996668422,0.0,9.077343514536516,32.57284397360283,0.17972988782274518,0.41024231096020397,0.6294624104097322,2.956509628796924,1.0
19.363704238057068,74.67643662418222,8.712992956888035,8.58517070260461,443.5069858893963,0.07304969015183314,28.349000539740228,3.9846627908276817,10.287267613874857,0.9264460141135705,0.714748737564385,2.1536106197959377,0.058147726681282486,0.4921996209431534,19.158209850604837,0.2788977547580652,0.616879592647904,35.51582310043205,10.261509365796002,10.438188949782194,3.0732608446858403,45.155507877070704,0.3297480849074201,9.35139636643686,39.19049197377794,0.18969595162395203,0.4607463591603647,0.475190977793739,8.984367061906491,1.0
5.228607224283854,29.33827521522924,8.471608268962445,10.349883064791495,550.7596575441595,0.0877690958586897,24.876909585868972,2.9479515559596017,1.1451033620305648,3.432821047573156,0.2155076215674684,3.985462517441063,0.023935310086091694,0.047454625174410625,8.109478083092732,0.12495907743142742,0.3469389429315026,45.15991898033255,4.64544347726572,9.545214963784227,4.294705018398839,48.86268350994954,0.3140700982150751,8.98520776165875,32.56520718866043,0.14649321531039566,0.6426062202067117,0.7486025180806305,3.089988623266694,1.0
4.323749138312076,26.050304749639594,8.63035191256072,12.3225130306144,787.5849306437839,0.07588675914162146,18.804015552500857,3.1854207229754925,0.8842770071531545,4.413117570357108,0.09231445985693691,5.362337074334041,0.16203361915870107,0.23522220679816008,22.956349531695928,0.21231745175245978,0.9262997699999107,59.033492097394934,3.140405158580196,6.8267972460500514,3.6363061579965668,37.73901546230545,0.4422035861641548,5.442440565223091,32.71491543299625,0.16731329945668144,0.4829859880898132,0.7254551011688501,3.857387475957265,1.0
6.432464296304916,36.30892865503881,8.567235714620155,9.988510707206714,739.8103568028422,0.13259071469819148,44.18100017167969,7.174060739201566,1.0,4.554389291232561,0.7482107181317853,6.494035727105951,0.5474764316594334,0.6540210749346275,2.2624735477390043,0.030757980335851073,0.14150110529284127,11.003867588085107,4.432475191269432,10.493978914424629,5.919116089683474,42.18450539652328,0.7238466087342387,4.690658401488506,32.566427859026874,0.433104351009791,0.09127814568232245,0.17682595139998125,1.847029526927089,1.0
11.782275729766862,39.85636829663463,9.199972890382211,12.594580047278841,189.19024546468742,0.05571273659326926,62.778322159951806,10.230975946240367,4.359079258413429,0.190081328853364,0.06861790220192228,1.2557452681346148,0.012428184148317313,0.0569891561528848,8.096659051968311,0.12474709950863817,0.1447946993253504,15.896043966639393,1.1759379015147415,21.783129509198513,3.112153301200631,45.11195241496542,0.3511793265100915,8.13204793490779,39.80475012499486,0.13733088984455782,0.42647276254114463,0.2245283663122321,8.06686514363134,1.0
2.9314694660543266,21.980331583716044,7.447080629862224,7.647080629862224,698.3509422626295,0.1408902790951974,35.95525799479151,6.968647686124658,2.598342081419772,2.1221235032323853,0.23333138674230042,3.6478039900904187,0.12344285714285715,6.384299729366431,12.52297017596372,0.24345575517218407,0.4177756535748372,60.55165385009436,0.6960404698659618,4.305516618208726,2.747489464283098,22.09937440598219,0.006055558283551921,9.09377218140518,24.933950769247748,1.0811350135264934,0.3066469615900649,0.1770017644825293,1.8187819500193463,1.0
3.329559771024251,21.73152514310984,7.536650948480457,7.736650948480456,690.1403297226249,0.13317727943640512,42.387169172217554,6.702756536513894,3.842374284450784,1.6050441033902696,0.17670567572053478,3.4147531023870283,0.12344285714285715,4.882280464954769,10.494368331050504,0.21130983092964273,0.32775071035458697,46.40451963722568,0.6206521183622824,7.474564252209928,2.9687320541065034,27.61531562397105,0.08265867063699078,9.419791553250153,26.18146626244725,0.8592616392235355,0.22882049929582332,0.21624610786282492,4.78210380598537,1.0
16.36902075548204,46.67040378737505,9.028176403986672,11.020941576079968,178.40769906312107,0.09135201893687525,26.989366770095934,5.251330474418366,2.0568012624583503,0.5576307249170664,0.0470911798006664,0.8215021441862251,0.009340807574750101,0.020022422724250304,10.332832501029223,0.14324565703617392,0.5043804525908128,17.885887681066237,9.67825975014745,15.645389657916692,2.7483669079735273,45.92591179800666,0.5268669525581634,7.817415170332229,37.281585001262826,0.23952362057975995,0.6076374120764108,0.29808021165332194,1.5053487103719099,1.0
13.047090975384293,44.53506504029253,9.17,11.228730126577283,188.60343423703756,0.08106031797476347,52.072784644364745,8.118112493431308,4.039971093203321,0.17544877146114113,0.07079942186406643,0.6011919060969299,0.012,0.034544877146114115,7.095709410286807,0.09464020930338324,0.1214021114401031,10.890418338299382,1.6257525123445493,21.327459582631732,2.84786397536113,45.076521965865226,0.3891356606455199,8.003217983587321,37.863595710303805,0.18603835827308335,0.4538581574467932,0.21233171225352332,5.443171306371538,1.0
5.985435330136413,24.16920185525302,8.227046208380088,12.151857174097909,556.1734026170792,0.03580168030473048,13.636178492837846,2.765082998306271,0.7801680304730481,4.840739405928028,1.685435330136413,7.304249647362106,0.02059915984763476,0.08124366453347023,9.005397066900292,0.1530317189714221,0.7701048860048403,46.94847622603189,4.593242228133223,15.906458543669139,4.2605063011427395,48.861134058195226,0.0,10.752386835213503,33.627864835713694,0.08045692398680336,0.5571951785427824,0.4053873204039367,8.988138359887769,1.0
4.5598866141655074,21.385204008510872,8.479943307082753,10.73002261983942,802.918367931913,0.0558520400851087,15.565079456075361,3.0015362920661595,1.2049319971630432,3.227460271962319,0.08726757337115942,3.8996994988748552,0.03326912220246675,0.05195068002836957,7.450627050968839,0.14941681167383278,0.45800753400141847,54.3298692909892,2.395197598449826,7.273995886505599,2.723273800992935,36.718538511714186,0.389815468853924,3.960659291389008,32.690569592495585,0.08678650932659022,0.43920662979243674,0.8350374252305918,0.9232605998796588,1.0
2.9012093743439484,17.5,8.62183807374619,12.73757110619286,884.9897527951464,0.02833105617669919,26.47020866608885,2.163617977912601,0.8812776890429728,4.112193514352336,0.08618722310957028,4.979750753434171,0.047813838314500604,0.06328083466435541,10.459248833488184,0.15394660234110613,0.6383655288112149,46.083440768037576,3.260057797380602,16.88797524337138,3.799692583854391,48.26580472948757,0.0,10.557083559107722,33.530271407785555,0.08811279051678028,0.6485416105881687,0.5763462389101291,7.309578875710465,1.0
15.254213309154519,48.02333188248294,9.169481513722602,10.158852545035929,185.2135484947503,0.09779779035181452,40.593778164671214,6.143280033855201,2.5362940394179074,0.11057033490513854,0.04103697255479736,0.17414789021918944,0.011968890823356079,0.027906672470068238,5.5481087324729,0.0716750763199133,0.08500278241569324,6.538444541167804,2.5710958336542915,17.69174105804838,2.3655962592190085,45.855855502357706,0.4409229055737697,7.792321653486844,35.95792901221218,0.22126704942964315,0.3618923241006758,0.22193000954271286,0.8247185508828783,1.0
2.842740269772649,9.485684883780106,7.860347679060063,8.424417288337299,639.5828218605361,0.10806339813844607,18.481203886337028,5.604109069032748,3.0,8.763413856310883,0.04277304867743431,9.404056208919883,0.12344285714285715,0.25473714675635684,34.74911177922135,0.3321465123755693,1.0665658113326957,51.77539601017291,3.3005133595137464,7.059724025085177,5.332610900669328,46.03942788845269,0.0,10.893598574371964,34.39580990020496,0.22196832839348957,0.5886951943940917,0.2198564468182107,6.8038975382749305,1.0
5.877809201982082,31.930072647226964,8.549720290588908,10.35925384920145,757.6177045679436,0.11098835839298636,35.189749168972696,5.869161648873635,1.0,4.265384794716979,0.5467833417724404,5.8226111392414674,0.38575068310424915,0.47040104634038404,3.503149416619027,0.0636518097543025,0.23839059255902473,25.095026221223634,3.8335348219210803,8.865408531768637,4.96306586131122,40.122064216843896,0.6405023827188865,4.238614499615396,32.46775763698418,0.32724854069238185,0.2042431577587045,0.38856044250780475,1.543730221680486,1.0
